name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds
Hydra Head,TFTH,1,0,3,,"Hero's Reward — When Hydra Head leaves the battlefield, each player gains 2 life.",Token Creature — Head,token,91cbf6d0-bf2e-5cae-93bd-5b60f03473fe,
Ravenous Brute Head,TFTH,2,0,6,,"Hero's Reward — When Ravenous Brute Head leaves the battlefield, each player gains 2 life and draws a card.",Token Elite Creature — Head,token,68b9f16b-ff92-5fde-9d1f-1b17880e35a9,
Savage Vigor Head,TFTH,3,0,8,,"At the beginning of the Hydra's end step, reveal the top card of the Hydra's library and the Hydra casts that card.\nHero's Reward — When Savage Vigor Head leaves the battlefield, each player gains 4 life and draws a card.",Token Elite Creature — Head,token,28be9b33-e8ef-5e75-a258-176b0bb5b8d7,
Shrieking Titan Head,TFTH,4,0,8,,"At the beginning of the Hydra's end step, each player discards a card.\nHero's Reward — When Shrieking Titan Head leaves the battlefield, each player gains 4 life and draws a card.",Token Elite Creature — Head,token,58c45f6c-a23d-5bd5-83b3-6a917805cfe0,
Snapping Fang Head,TFTH,5,0,8,,"At the beginning of the Hydra's end step, Snapping Fang Head deals 1 damage to each player.\nHero's Reward — When Snapping Fang Head leaves the battlefield, each player gains 4 life and draws a card.",Token Elite Creature — Head,token,0b8abfd2-3d3e-5d5a-844c-2317150c197b,
Reflection,TTHB,5,3,2,,,Token Creature — Reflection,token,9ecf9c47-d8b4-5708-b014-a650cd59f5bd,
Nightmare,TTHB,12,2,3,,"Whenever this creature attacks or blocks, each opponent exiles the top two cards of their library.",Token Creature — Nightmare,token,0413f5cd-b054-5f30-8e6c-dad8fe9071d5,
Enhancement Stickers,THP3,0,,,,"Equipped creature has vigilance and can block an additional creature each combat.\nWhenever equipped creature deals damage, put a +1/+1 counter on it.\nWhenever equipped creature deals damage, scry 1.\nEquipped creature has protection from enchantments.\nEquipped creature has double strike.\nWhenever equipped creature deals damage, put a 1/1 white Soldier creature token onto the battlefield.\nWhenever equipped creature deals damage, untap two target lands.",Stickers,token,f25fc48b-cc0b-5c4b-b879-c6349ad8b030,
Harpy,TTHS,6,1,1,,Flying,Token Creature — Harpy,token,665541d3-79df-5179-8339-762a1d974503,
Cloud Sprite,TTSR,3,1,1,,Flying\nCloud Sprite can block only creatures with flying.,Token Creature — Faerie,token,0ee365ef-02d4-580f-b535-1706b0ea5204,
Llanowar Elves,TTSR,12,1,1,,{T}: Add {G}.,Token Creature — Elf Druid,token,5f62e8ff-2cc2-546b-b58f-da255e8171a5,
Assembly-Worker,TTSR,14,2,2,,,Token Artifact Creature — Assembly-Worker,token,2fc6f9fb-404d-5f5b-b6e6-d3c435749337,
Metallic Sliver,TTSR,15,1,1,,,Token Artifact Creature — Sliver,token,134a8ff3-eddb-5e65-9e27-ac521c0357e4,
Spark Elemental,TUMA,12,3,1,,"Trample, haste\nAt the beginning of the end step, sacrifice Spark Elemental.",Token Creature — Elemental,token,874bb4ef-b758-5830-acfc-e99d72162caf,
Beeble,TUND,1,1,1,,,Token Creature — Beeble,token,fadc5bb5-e83e-5b93-96e6-7310294ea7a7,
Giant Teddy Bear,TUND,5,5,5,,,Token Creature — Giant Teddy Bear,token,6101c4b1-4dbe-5e69-99c7-ce9f45cb9390,
Acorn Stash,TUND,6,,,,(Place your acorn counters in this area.),Card,token,1cd42be8-2df1-5c7f-9721-8c1bac440e48,
Clown Robot,TUNF,2,1,1,,,Token Artifact Creature — Clown Robot,token,2c0b9a6a-58c1-5bd1-8540-f0fb374c2288,
Contortionist,TUNF,4,4,4,,"At the beginning of your upkeep, you may fold this token in half.",Token Creature — Octopus Performer,double_faced_token,94942e99-5e62-58a6-862b-587f46220b71,
Storm Crow,TUNF,5,1,2,,Flying,Token Creature — Bird,token,5776a0a9-6827-5e8b-8ea8-669d8c096a42,
Zombie Employee,TUNF,6,2,2,,,Token Creature — Zombie Employee,token,9f7c2c23-0bc1-5b68-9daf-de6355875618,
Balloon,TUNF,7,1,1,,Flying,Token Creature — Balloon,token,aeaa0582-78d4-5bbb-848d-472aa3bbb01c,
Teddy Bear,TUNF,9,2,2,,,Token Creature — Teddy Bear,token,a51bf167-c9c0-5a66-af04-b9bc7cc36cb5,
Ticket Bucket-Bot,TUNF,14,,,,Collect your {TK} (ticket counters) here! Spend them whenever you place a sticker with a {TK} cost.,Card,token,a963dd53-b432-5cd6-9a12-d8d54734cad4,
Faerie Spy,TUST,4,1,1,,"Flying, haste\nWhenever this creature deals combat damage to a player, draw a card.",Token Creature — Faerie Spy,token,00599669-2f9c-5f4d-ae77-64b2840ce3bf,
Brainiac,TUST,10,1,1,,,Token Creature — Brainiac,token,3cee8fbc-9a87-5ec9-906c-4ddcb978f6da,
Spirit Cleric,TVOW,4,*,*,,This creature's power and toughness are each equal to the number of Spirits you control.,Token Creature — Spirit Cleric,token,0ef3b09e-ec53-5e89-a255-38ce73adb6b3,
Slug,TVOW,6,1,1,,,Token Creature — Slug,token,5c80ec44-74e2-5bfc-824f-275b73753026,
Dragon Illusion,TVOW,9,*,*,,"Flying, haste",Token Creature — Dragon Illusion,token,a819ecc0-e17d-5a7d-b7b4-2e9c098bfa1d,
"Chandra, Dressed to Kill Emblem",TVOW,20,,,,"Whenever you cast a red spell, this emblem deals X damage to any target, where X is the amount of mana spent to cast that spell.",Emblem,emblem,d1e6d9db-2420-5250-a2f4-c0688e0c5ac0,
Zombie Warrior,TWAR,11,4,4,,Vigilance,Token Creature — Zombie Warrior,token,69d5ed6f-fcf2-5d44-896b-4c2b2df9407c,
"Voja, Friend to Elves",TWAR,17,3,3,,,Token Legendary Creature — Wolf,token,39d9e3f7-e989-5ddb-bdc6-db7b3f17463b,
"Nissa, Who Shakes the World Emblem",TWAR,19,,,,Lands you control have indestructible.,Emblem — Nissa,emblem,7f8a2b3a-365f-5825-8d10-4ce16e3cd201,
2000 World Championships Ad,WC00,0,,,,,Card,token,b837ba0d-1a29-5ef9-adad-f19d560096fe,
Jon Finkel Bio,WC00,jf0a,,,,"""World Champion"" was the one honor Jon Finkel had yet to claim. His dominating performance at this year's World Championships earned him that title at last. Finkel played an explosive deck that is named after its most important card, Tinker. Fellow Team Antarctica member Dan O'Mahoney-Schwartz designed this monoblue deck. The deck used artifacts such as Grim Monolith, Metalworker, and Voltaic Key to quickly generate huge amounts of mana, and then used that mana to put large creatures into play.",Card,token,0b59fd3c-0253-500e-82e8-39e5f04061a1,
Jon Finkel Decklist,WC00,jf0b,,,,,Card,token,b0e910bd-00fd-5be0-bb96-7ee1db6fa24f,
Janosch Kühn Bio (2000),WC00,jk0a,,,,"Hannover, Germany native Janosch Kühn joined an elite group of players in earning his second World Championship Top 8. Kühn played a red-green deck known as ""Angry 'Derm"" or ""Son of Hermit."" The deck built up its mana early with Birds of Paradise or Llanowar Elves, and then followed that up with mana-denial cards like Stone Rain, Plow Under, and Avalanche Riders. Masticore and Blastoderm provided the finishing punch.",Card,token,9c27ff2a-38e3-52db-8dfa-dcbf57016626,
Janosch Kühn Decklist (2000),WC00,jk0b,,,,,Card,token,6b10846b-479e-55ef-a911-8c31e08f005c,
Nicolas Labarre Bio,WC00,nl0a,,,,"The 2000 World Championships was Nicolas Labarre's third Top 8 finish at a Pro Tour™ event (Rome '98, New York '99, Worlds '00). This Rennes, France native played a combo deck that he called ""Chimera."" This deck used searching cards like Academy Rector and Enlightened Tutor to fetch Fecundity, Saproling Cluster, and Ashnod's Altar. Once those three cards were in play, Labarre could generate as much mana as he wanted. With unlimited mana, he could play a very big Blaze or use Whetstone to immediately deck his opponent.",Card,token,e765e4f6-705c-53b7-9190-4ae5abb38f62,
Nicolas Labarre Decklist,WC00,nl0b,,,,,Card,token,dda65442-115d-5ae8-aa4b-0ef46a858005,
Tom van de Logt Bio (2000),WC00,tvdl0a,,,,"Quarterfinalist Tom van de Logt posted a perfect 6—0 record during the Standard portion of this year's World Championships. The 19-year-old Groesbeek, Holland native was playing a deck that had a big impact on the metagame this year, ""Replenish."" This deck used cards like Attunement and Frantic Search to put powerful enchantments, such as Parallax Wave and Opalescence, into the graveyard and then used Replenish to put them all back into play at once.",Card,token,a9b85bd4-7dfb-577b-a796-c56e4a8d002b,
Tom van de Logt Decklist (2000),WC00,tvdl0b,,,,,Card,token,16e38c7c-efa0-585e-8bf5-55420c0ec961,
2001 World Championships Ad,WC01,0,,,,,Card,token,1778e5df-56ac-5442-bc36-683e573c22f7,
Alex Borteh Bio,WC01,ab0a,,,,"Eighteen-year-old Alex Borteh came on strong in the last half of the 2000—2001 Pro Tour™ season. He posted an impressive Top 8 finish at U.S. Nationals and followed that up by coming within one match of winning this year's Worlds. The soon-to-be Ohio State University freshman played a monoblue combo deck that he liked to call ""Da Folk."" This deck wins by using Opposition and Static Orb to establish a lock down while legions of Merfolk overrun opponents' immobilized defenses.",Card,token,f3665f73-a315-5493-9967-6cff1a42bbfe,
Alex Borteh Decklist,WC01,ab0b,,,,,Card,token,06a74e46-5de0-57d7-8ceb-e7288a1fb749,
Antoine Ruel Bio,WC01,ar0a,,,,"A member of the famous Team Block Ops, Antoine Ruel, a native of Aubervilliers, France, took his blue-black-red control deck to a third-place finish at this year's World Championships. Ruel credits his teammate Laurent Pagorek for the deck that he calls ""AK-Go."" The deck, which Ruel played to a 5—1 record during the Standard portion of the tournament, relies on card drawing (most notably Accumulated Knowledge, or ""AK"" for short), countermagic (""Go,"" for short), red for board control, and Nether Spirits for the win.",Card,token,0e147da3-f02a-5750-a0ce-10b42370f2c7,
Antoine Ruel Decklist,WC01,ar0b,,,,,Card,token,1f344579-53a6-53c9-b09e-f922ed25f912,
Jan Tomcani Bio,WC01,jt0a,,,,"Jan Tomcani, from Bratislava in the Slovak Republic, came out of nowhere to stun everyone by posting a perfect 6—0 record in the Standard portion of this year's Worlds. Tomcani then proved that his run was no fluke by working his way up to the quarterfinals, where he lost to Alex Borteh in a close five-game match. Tomcani played a version of ""Fires,"" the green-red deck that defined much of this year's metagame. Tomcani's version, which splashed black, follows the normal Fires archetype of playing cheap creatures followed by Fires of Yavimaya and big creatures like Blastoderm or Spiritmonger.",Card,token,bc4003e7-b748-55e2-8c79-dee29ff44679,
Jan Tomcani Decklist,WC01,jt0b,,,,,Card,token,f063a8ef-bb2e-5f9e-b03d-43353ad21578,
Tom van de Logt Bio (2001),WC01,tvdl0a,,,,"Tom van de Logt is the 2001 Netherlands National Champion as well as one of an elite group of players who have posted back-to-back World Championship Top 8 performances. Currently a student in Groesbeek, van de Logt posted an impressive 5—1 record in the Standard portion of this year's Worlds. He described his aggressive black-red ""Machine Head"" deck as ""the deck that beats the deck that beats 'Fires.'"" He liked the explosive ""I win"" draws that his deck provided, and he especially liked the way it performed against blue decks.",Card,token,126373d9-40ba-5ee9-8100-bac04ba623d8,
Tom van de Logt Decklist (2001),WC01,tvdl0b,,,,,Card,token,c5f9743e-3672-5237-bef0-6314e72ae6a4,
2002 World Championships Ad,WC02,0,,,,,Card,token,470cad4d-0d08-5db7-b7bf-dbbc158d2c6b,
Brian Kibler Bio,WC02,bk0a,,,,"Pro Tour™ veteran Brian Kibler piloted his green-white-red ""Red Zone 2K2"" deck to an impressive finish at this year's Worlds. This deck quickly tried to put its many creatures into the ""red zone,"" the attacking zone on the playmats used on the Pro Tour circuit. The twenty-one—year-old Kibler attends Emory University in Atlanta, Georgia, and is part of the ""Mini Colony"" playtest group that designed the Red Zone 2K2 deck.",Card,token,b46fccaf-0c08-523d-8c91-5c1facbe3860,
Brian Kibler Decklist,WC02,bk0b,,,,,Card,token,fb664862-1360-5f40-8a9c-71edc1369f11,
Carlos Romão Bio,WC02,cr0a,,,,"Carlos Romão played the same style of deck that many people at this year's World Championships chose to play: blue-black Psychatog. He simply played his version better than everyone else playing theirs. Romão, known as ""Jaba"" to his friends, was a perfect 6-0 during the Swiss portion of the tournament, posting a stunning 12-0 game record. This twenty-year-old native of São Paulo, Brazil, has been widely regarded as one of the best players in South America. His deck tried to stay alive long enough to play Upheaval, while floating mana to replay Psychatog on the same turn.",Card,token,33a7434e-1eb2-5a05-bef5-fea20086ba88,
Carlos Romão Decklist,WC02,cr0b,,,,,Card,token,33586148-05b2-528d-b7cd-e35c4ff60e89,
Raphael Levy Bio,WC02,rl0a,,,,"A native of Toulouse, France, Raphael Levy posted an impressive 5-1 record during the Standard portion of this year's Worlds playing a blue-green deck he named ""Le Wonder Goose."" This deck used lots of small creatures—like Numble Mongoose and Werebear—that get bigger at threshold. The deck used blue not for countermagic, but for cards like Careful Study and Mental Note, which help the deck reach threshold more quickly, and for Wonder in the graveyard, which allows the deck's pumped-up threshold creatures to fly.",Card,token,ff4976a9-ef52-5cf5-a674-9fd7039ccb94,
Raphael Levy Decklist,WC02,rl0b,,,,,Card,token,a291dcd2-7b10-554b-afbb-6bef51778fa1,
Sim Han How Bio,WC02,shh0a,,,,"Malaysian National Champion Sim Han How raised some eyebrows by posting a 6-0 record with his blue-green-red ""Squirrel Opposition"" deck. This deck tried to get out lots of Squirrel tokens with Squirrel Nest before using Opposition to tie up the opponent's creatures and mana. Han How won quite a few games using some tricky sideboarding, such as pulling out his enchantments and bringing in more beatdown cards like Flametongue Kavu and Roar of the Wurm. Besides being a top Magic® player, Han How is also a student at Bandar Utama College in Kuala Lumpur, Malaysia.",Card,token,73d946a5-b5c7-57d6-9087-43677701dec0,
Sim Han How Decklist,WC02,shh0b,,,,,Card,token,9870b666-1e28-5d4a-9ca0-bd201152f828,
2003 World Championships Ad,WC03,0,,,,,Card,token,4186304b-54b0-56fd-9b6a-39a10f88c909,
Dave Humpherys Bio,WC03,dh0a,,,,"The Top 8 is familiar territory for professional Magic player Dave Humpherys. With over $130,000 in career winnings and a Pro Tour championship on his resume, ""The Hump"" advanced to the Worlds semifinals for the second year in a row where he lost to eventual champion Daniel Zink. The blue-green madness deck he played has been a Standard mainstay for more than a year. It revolves around Torment madness cards like Basking Rootwalla and Circular Logic, together with discard-enablers like Aquamoeba and Wild Mongrel. Humpherys, who recently earned his Ph.D. from MIT, credits this version of the deck to Norway's Sigurd Eskeland.",Card,token,bf789cc8-272d-5e95-96ba-f0c266853942,
Dave Humpherys Decklist,WC03,dh0b,,,,,Card,token,cbb422bf-6ac9-54e2-aa13-5c0b65f6e6f4,
Daniel Zink Bio,WC03,dz0a,,,,"Daniel Zink, a student from Bochum, Germany, players the control deck that defined this year's World Championships. The white-blue-green ""Wake"" deck is named after the powerful enchantment that's the heart of the deck. Once Mirari's Wake is in play, the deck produces more mana, draws more cards, counters more spells, and makes more Soldiers than opponents can possibly handle. Zink had help from fellow German and 2002-2003 Player of the Year Kai Budde in adapting the ""Wake"" deck to the post—Eigth Edition environment.",Card,token,0fe408be-4c73-5e47-8ba8-ad3d8c19eadb,
Daniel Zink Decklist,WC03,dz0b,,,,,Card,token,9f17645a-7eb9-55d2-bef6-b1b5bb9f5649,
Peer Kröger Bio,WC03,pk0a,,,,"Hometown hero Peer Kröger played his own version of the classic ""Reanimator"" deck to an impressive record during this year's World Championships. The twenty-eight-year-old communications and computer science student nicknamed his deck ""Herbert Wise"" after the famous H. P. Lovecraft work ""Herbert Wise—Reanimator."" Winning with this deck is a two-step process: Step 1. Use Entomb or Buried Alive to quickly get daunting creatures into the graveyard. Step 2. Bring the creature back to life with Zombify or Doomed Necromancer. The mostly black deck also uses Burning Wish to find just the right answers to deal with opponents' plans.",Card,token,854ac322-13bc-5373-9a55-ecd005a22172,
