name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds,relatedCards
Alien,TPIP,6,0,0,,,Token Creature — Alien,token,110f3dd8-f598-57bd-a219-d29e29bcb414,,"{""reverseRelated"": [""Recon Craft Theta""]}"
Zombie Mutant,TPIP,7,2,2,,,Token Creature — Zombie Mutant,token,e4ed1737-026f-59c0-9d76-b7bfd9649659,,"{""reverseRelated"": [""Screeching Scorchbeast"", ""Vault 12: The Necropolis""]}"
Settlement,TPIP,8,,,,"Enchant Land\nEnchanted land has ""{T}: Add one mana of any color.""",Token Enchantment — Aura,token,f265a084-6b20-50a4-8e99-d8b412da85d1,,"{""reverseRelated"": [""Preston Garvey, Minuteman""]}"
Junk,TPIP,15,,,,"{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.",Token Artifact — Junk,token,de557c08-4418-5956-8a9c-1a485cde1194,,"{""reverseRelated"": [""Boomer Scrapper"", ""Break Down"", ""C.A.M.P."", ""Commander Sofia Daguerre"", ""Crimson Caravaneer"", ""Dogmeat, Ever Loyal"", ""Duchess, Wayward Tavernkeep"", ""Gary Clone"", ""Gunner Conscript"", ""Junk Jet"", ""Junktown"", ""Mister Gutsy"", ""Overencumbered"", ""Rose, Cutthroat Raider"", ""Thrill-Kill Disciple"", ""Veronica, Dissident Scribe""]}"
Robot,TPIP,16,3,3,,,Token Artifact Creature — Robot,token,ddc8ad4e-de72-556a-926b-994d7831d498,,"{""reverseRelated"": [""Automated Assembly Line"", ""Mr. House, President and CEO""]}"
Wasteland Survival Guide,TPIP,20,,,,Equipped creature gets +1/+1 for each quest counter among permanents you control.\nEquip {1},Token Artifact — Equipment,token,20e22465-c63e-5637-abbf-0bdd2c14eee7,,"{""reverseRelated"": [""Moira Brown, Guide Author""]}"
Radiation,TPIP,22,,,,"At the beginning of your precombat main phase, if you have any rad counters, mill that many cards. For each nonland card milled this way, you lose 1 life and a rad counter.",Card,token,4ce0f951-01fd-5279-ac2c-8219768baf53,,"{""reverseRelated"": [""Acquired Mutation"", ""Bloatfly Swarm"", ""Contaminated Drink"", ""Feral Ghoul"", ""Glowing One"", ""Harold and Bob, First Numens"", ""Infesting Radroach"", ""Mariposa Military Base"", ""Megaton's Fate"", ""Mirelurk Queen"", ""Nightkin Ambusher"", ""Nuclear Fallout"", ""Nuka-Nuke Launcher"", ""Screeching Scorchbeast"", ""Strong, the Brutish Thespian"", ""Struggle for Project Purity"", ""Tato Farmer"", ""The Master, Transcendent"", ""The Wise Mothman"", ""Vault 12: The Necropolis"", ""Vexing Radgull""]}"
Plant,PLST,TXLN-6,0,2,,Defender (This creature can't attack.),Token Creature — Plant,token,ab23fbc6-93ff-5576-935d-1baf0dce8f4d,,"{""reverseRelated"": [""Dowsing Dagger // Lost Vale""]}"
"Lukka, Wayward Bonder Emblem",PLST,TSTX-8,,,,"Whenever a creature enters the battlefield under your control, it deals damage equal to its power to any target.",Emblem,emblem,3a180139-efdf-56ba-937d-61617cfaf0f1,,"{""reverseRelated"": [""Mila, Crafty Companion // Lukka, Wayward Bonder""]}"
Cat,PLST,TSNC-9,2,2,,Haste,Token Creature — Cat,token,b2967043-69b9-529e-aaf4-c2b463da9f1b,,"{""reverseRelated"": [""Jinnie Fay, Jetmir's Second // Jinnie Fay, Jetmir's Second""]}"
Dog,PLST,TSNC-10,3,1,,Vigilance,Token Creature — Dog,token,b7e852ac-2fca-54a0-86e6-7c5e29c4b506,,"{""reverseRelated"": [""Jinnie Fay, Jetmir's Second // Jinnie Fay, Jetmir's Second""]}"
Citizen,PLST,TSNC-12,1,1,,,Token Creature — Citizen,token,f8ca07e3-9212-555d-984f-2551a9c6bb34,,"{""reverseRelated"": [""Boss's Chauffeur"", ""Cabaretti Charm"", ""Caldaia Guardian"", ""Citizen's Crowbar"", ""Courier's Briefcase"", ""Darling of the Masses"", ""Exhibition Magician"", ""Grand Crescendo"", ""Halo Fountain"", ""Indulge // Excess"", ""Kitt Kanto, Mayhem Diva"", ""Luxurious Libation"", ""Master of Ceremonies"", ""Phabine, Boss's Confidant"", ""Prosperous Partnership"", ""Rabble Rousing"", ""Rakish Revelers"", ""Rope Line Attendant"", ""Sanctuary Warden"", ""Scepter of Celebration"", ""Stimulus Package"", ""Warm Welcome""]}"
Arlinn Kord Emblem,PLST,TSOI-18,,,,"Creatures you control have haste and ""{T}: This creature deals damage equal to its power to any target.""",Emblem — Arlinn,emblem,bbecc5d7-0583-5fda-915f-f6848f7200da,,"{""reverseRelated"": [""Arlinn Kord // Arlinn, Embraced by the Moon""]}"
Urzan Automaton,PTBRO,2,*,*,,,Token Creature — Urzan Automaton,token,8564813e-e288-5b40-88ce-ccc7c0ee6336,,
Artifact Zombie,PTBRO,3,*,*,,,Token Artifact Creature — Zombie,token,f5ba110a-31c8-5b26-b526-c4e8ecd3fab3,,
Soldier,PTDMU,1,*,*,,,Token Creature — Human,token,1ec68c0c-28fb-505a-9384-9fdf01fa6ac4,,
Angel,PTDMU,2,*,*,,,Token Creature — Angel,token,e9d3f1cd-6983-5b5d-bd70-2aa8e3c752e5,,
Rivals of Ixalan Checklist,TRIX,CH1,,,,(You can mark this card to represent a double-faced card in your library or hand.)\n☐ Hadana's Climb {1}{G}{U}\n☐ Journey to Eternity {1}{B}{G}\n☐ Path of Mettle {R}{W}\n☐ Profane Procession {1}{W}{B}\n☐ Storm the Vault {2}{U}{R}\n☐ Azor's Gateway {2}\n☐ Golden Guardian {4},Card,token,1a5ed6ee-d893-5407-9e68-78b5ccb46175,,"{""reverseRelated"": [""Azor's Gateway // Sanctum of the Sun"", ""Golden Guardian // Gold-Forge Garrison"", ""Hadana's Climb // Winged Temple of Orazca"", ""Journey to Eternity // Atzal, Cave of Eternity"", ""Path of Mettle // Metzali, Tower of Triumph"", ""Profane Procession // Tomb of the Dusk Rose"", ""Storm the Vault // Vault of Catlacan""]}"
Golem,TRIX,4,4,4,,,Token Artifact Creature — Golem,token,dbcdc2ad-8a30-56df-840b-e8db8edf53cc,,"{""reverseRelated"": [""Golden Guardian // Gold-Forge Garrison""]}"
"Huatli, Radiant Champion Emblem",TRIX,5,,,,"Whenever a creature enters the battlefield under your control, you may draw a card.",Emblem — Huatli,emblem,69216e15-1df0-5748-a037-172be13eeb25,,"{""reverseRelated"": [""Huatli, Radiant Champion""]}"
Illusion,TRNA,2,0,2,,"Whenever this creature blocks a creature, that creature doesn't untap during its controller's next untap step.",Token Creature — Illusion,token,f021ed7e-996c-5af2-94a2-9d707a276482,,"{""reverseRelated"": [""Mesmerizing Benthid""]}"
Ooze,TRNA,7,2,2,,,Token Creature — Ooze,token,aa0ad8d3-c95b-56b0-ae31-6b7e8dfc424b,,"{""reverseRelated"": [""Biogenic Ooze""]}"
Beast,TRNA,8,4,4,,Trample,Token Creature — Beast,token,888e284a-6bfa-5d0c-b01f-410a813bddf6,,"{""reverseRelated"": [""Domri, Chaos Bringer"", ""Domri, Chaos Bringer Emblem"", ""Thrash // Threat""]}"
Sphinx,TRNA,9,4,4,,"Flying, vigilance",Token Creature — Sphinx,token,2b2ad031-308d-5b77-a25c-3ca2d2cce68e,,"{""reverseRelated"": [""Warrant // Warden""]}"
Elemental,TROE,2,*,*,,,Token Creature — Elemental,token,f9482da1-1da5-5ed9-a322-f3b5031d8904,,"{""reverseRelated"": [""Devastating Summons""]}"
Elemental,TRTR,12,8,8,,Vigilance,Token Creature — Elemental,token,8fda9b74-0f10-5f90-8500-a5fa3024c84b,,"{""reverseRelated"": [""Grove of the Guardian""]}"
Goblin,TRVR,9,2,1,,Haste,Token Creature — Goblin,token,713c72a2-0f81-5d98-b82d-76ccbc4e2403,,"{""reverseRelated"": [""Rakdos Guildmage""]}"
Voja,TRVR,19,2,2,,,Token Legendary Creature — Wolf,token,4cc62186-1175-5cfd-9548-9660cb0ba69a,,"{""reverseRelated"": [""Tolsimir Wolfblood""]}"
Double-Faced Substitute Card,SBRO,1,,,,(You can use this card to represent a double-faced card.),Card,token,754d0c84-f82a-5850-b73c-ea1e9beccb3d,,
Elemental,TSHM,9,5,5,,,Token Creature — Elemental,token,0d54973b-0600-5ea7-bb7c-28ee330c448b,,"{""reverseRelated"": [""Din of the Fireherd""]}"
Walker,SLD,148,2,2,,,Token Creature — Zombie,token,1f4c2ec0-a94c-5ff4-88aa-28a349501426,,"{""reverseRelated"": [""Enkira, Hostile Scavenger"", ""Gisa's Favorite Shovel"", ""Hansk, Slayer Zealot""]}"
Cat,SLD,1517,1,1,,,Token Creature — Cat,token,d455d547-bb4c-5999-8561-b7cbe0ac2871,,"{""reverseRelated"": [""Rin and Seri, Inseparable // Rin and Seri, Inseparable"", ""Waiting in the Weeds""]}"
Fish,TSNC,4,1,1,,This creature can't be blocked.,Token Creature — Fish,token,5cd0f0ce-7820-5507-b6db-8ceb32d7830e,,"{""reverseRelated"": [""Exotic Pets"", ""Expendable Lackey"", ""Reservoir Kraken"", ""Sleep with the Fishes""]}"
Ogre Warrior,TSNC,6,4,3,,,Token Creature — Ogre Warrior,token,f0d54291-d008-5e6d-a4c8-0ee450ab575e,,"{""reverseRelated"": [""Join the Maestros""]}"
Cat,TSNC,9,2,2,,Haste,Token Creature — Cat,token,88c22910-0015-50f7-8109-53e64e7c4784,,"{""reverseRelated"": [""Jinnie Fay, Jetmir's Second""]}"
Dog,TSNC,10,3,1,,Vigilance,Token Creature — Dog,token,b89a4851-8648-572f-b78e-f55c00c1f6f8,,"{""reverseRelated"": [""Jinnie Fay, Jetmir's Second""]}"
Shadows Over Innistrad Checklist 1,TSOI,CH1,,,,(You can mark this card to represent a double-faced card in your library or hand.)\n☐ Avacynian Missionaries {3}{W}\n☐ Pious Evangel {2}{W}\n☐ Town Gossipmonger {W}\n☐ Aberrant Researcher {3}{U}\n☐ Daring Sleuth {1}{U}\n☐ Uninvited Geist {2}{U}\n☐ Accursed Witch {3}{B}\n☐ Heir of Falkenrath {1}{B}\n☐ Kindly Stranger {2}{B}\n☐ Breakneck Rider {1}{R}{R}\n☐ Convicted Killer {2}{R}\n☐ Gatstaf Arsonists {4}{R}\n☐ Kessig Forgemaster {1}{R}\n☐ Skin Invasion {1}{R}\n☐ Village Messenger {R}\n☐ Autumnal Gloom {2}{G}\n☐ Duskwatch Recruiter {1}{G}\n☐ Hermit of the Natterknolls {2}{G}\n☐ Hinterland Logger {1}{G}\n☐ Lambholt Pacifist {1}{G}\n☐ Solitary Hunter {3}{G}\n☐ Harvest Hand {3}\n☐ Neglected Heirloom {1}\n☐ Thraben Gargoyle {1},Card,token,42280d88-63a2-5a69-93d9-76e021eae52d,,"{""reverseRelated"": [""Aberrant Researcher // Perfected Form"", ""Accursed Witch // Infectious Curse"", ""Autumnal Gloom // Ancient of the Equinox"", ""Avacynian Missionaries // Lunarch Inquisitors"", ""Breakneck Rider // Neck Breaker"", ""Convicted Killer // Branded Howler"", ""Daring Sleuth // Bearer of Overwhelming Truths"", ""Duskwatch Recruiter // Krallenhorde Howler"", ""Gatstaf Arsonists // Gatstaf Ravagers"", ""Harvest Hand // Scrounged Scythe"", ""Heir of Falkenrath // Heir to the Night"", ""Hermit of the Natterknolls // Lone Wolf of the Natterknolls"", ""Hinterland Logger // Timber Shredder"", ""Kessig Forgemaster // Flameheart Werewolf"", ""Kindly Stranger // Demon-Possessed Witch"", ""Lambholt Pacifist // Lambholt Butcher"", ""Neglected Heirloom // Ashmouth Blade"", ""Pious Evangel // Wayward Disciple"", ""Skin Invasion // Skin Shedder"", ""Solitary Hunter // One of the Pack"", ""Thraben Gargoyle // Stonewing Antagonizer"", ""Town Gossipmonger // Incited Rabble"", ""Uninvited Geist // Unimpeded Trespasser"", ""Village Messenger // Moonrise Intruder""]}"
Shadows Over Innistrad Checklist 2,TSOI,CH2,,,,(You can mark this card to represent a double-faced card in your library or hand.)\n☐ Archangel Avacyn {3}{W}{W}\n☐ Hanweir Militia Captain {1}{W}\n☐ Startled Awake {2}{U}{U}\n☐ Thing in the Ice {1}{U}\n☐ Elusive Tormentor {2}{B}{B}\n☐ Geier Reach Bandit {2}{R}\n☐ Sage of Ancient Lore {4}{G}\n☐ Arlinn Kord {2}{R}{G}\n☐ Westvale Abbey,Card,token,5b12b49c-65a3-5545-b9b1-d31786f4ba27,,"{""reverseRelated"": [""Archangel Avacyn // Avacyn, the Purifier"", ""Arlinn Kord // Arlinn, Embraced by the Moon"", ""Elusive Tormentor // Insidious Mist"", ""Geier Reach Bandit // Vildin-Pack Alpha"", ""Hanweir Militia Captain // Westvale Cult Leader"", ""Sage of Ancient Lore // Werewolf of Ancient Hunger"", ""Startled Awake // Persistent Nightmare"", ""Thing in the Ice // Awoken Horror"", ""Westvale Abbey // Ormendahl, Profane Prince""]}"
Ooze,TSOI,8,3,3,,,Token Creature — Ooze,token,f54e4a20-d38c-5779-84b9-61f23b630b0f,,"{""reverseRelated"": [""Inexorable Blob""]}"
"Jace, Unraveler of Secrets Emblem",TSOI,17,,,,"Whenever an opponent casts their first spell each turn, counter that spell.",Emblem — Jace,emblem,65cfc4bf-c7d7-5b2a-9d30-ab1b7c2b94dd,,"{""reverseRelated"": [""Jace, Unraveler of Secrets""]}"
Insect,TSOM,4,1,1,,Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.),Token Creature — Insect,token,351ac8e7-77b1-548f-9a8c-a2847ef1f746,,"{""reverseRelated"": [""Phyrexian Insect""]}"
Avatar,TSTX,1,3,6,,"Haste\nWhenever this creature attacks, it deals 3 damage to each opponent.",Token Creature — Avatar,token,2ce340c2-2ee0-55a9-a085-f21475429fe4,,"{""reverseRelated"": [""Extus, Oriq Overlord // Awaken the Blood Avatar""]}"
Fractal,TSTX,3,0,0,,,Token Creature — Fractal,token,f1eeabc4-d35f-513e-a146-1f76051b3ad9,,"{""reverseRelated"": [""Biomathematician"", ""Body of Research"", ""Deekah, Fractal Theorist"", ""Fractal Harness"", ""Fractal Summoning"", ""Geometric Nexus"", ""Kasmina, Enigma Sage"", ""Kianne, Dean of Substance // Imbraham, Dean of Theory"", ""Leyline Invocation"", ""Manifestation Sage"", ""Oversimplify"", ""Paradox Zone"", ""Sequence Engine"", ""Serpentine Curve""]}"
"Rowan, Scholar of Sparks Emblem",TSTX,9,,,,"Whenever you cast an instant or sorcery spell, you may pay {2}. If you do, copy that spell. You may choose new targets for the copy.",Emblem,emblem,4a610a7b-cf8d-5231-bc2f-a3cd64009fd3,,"{""reverseRelated"": [""Rowan, Scholar of Sparks // Will, Scholar of Frost""]}"
Minotaur Goreseeker,TBTH,1,3,2,,Haste\nMinotaur Goreseeker attacks each turn if able.,Token Creature — Minotaur,token,99290860-9b14-5021-b280-ec42d70d3357,,
Minotaur Younghorn,TBTH,2,2,2,,Haste\nMinotaur Younghorn attacks each turn if able.,Token Creature — Minotaur,token,668b25dd-ef0d-5bc1-8533-86f80324d70c,,
Mogis's Chosen,TBTH,3,5,4,,Mogis's Chosen enters the battlefield tapped.\nMogis's Chosen attacks each turn if able.,Token Creature — Minotaur,token,fd8a200f-f6f6-5574-b720-ebcdccb89163,,
Phoberos Reaver,TBTH,4,2,3,,Haste\nPhoberos Reaver attacks each turn if able.,Token Creature — Minotaur,token,13834a1f-3fe6-5e07-bbf6-dff8673eb1ab,,
Reckless Minotaur,TBTH,5,4,1,,"Haste\nReckless Minotaur attacks each turn if able.\nAt the beginning of the end step, destroy Reckless Minotaur.",Token Creature — Minotaur,token,fb6ac82c-6786-57e3-887c-b9014ba4a371,,
Xenagos Ascended,TDAG,1,6,5,,"Xenagos Ascended can't leave the battlefield as long as a Reveler is on the battlefield.\nWhen Xenagos Ascended leaves the battlefield, each player wins the game.",Token Legendary Enchantment Creature — God,token,7540a897-904b-55af-804d-9df0f53b5b17,,
Rollicking Throng,TDAG,2,1,3,,"When Rollicking Throng enters the battlefield, reveal the top card of Xenagos's library and Xenagos casts that card. (This ability doesn't trigger as the game begins.)",Token Creature — Human Reveler,token,1728cf5d-781c-5386-b8bc-67617110042e,,
Ecstatic Piper,TDAG,3,2,2,,"When Ecstatic Piper enters the battlefield, Xenagos Ascended attacks this turn if able.\nHero's Reward — When Ecstatic Piper leaves the battlefield, each player gains 2 life.",Token Creature — Satyr Reveler,token,96aa651c-669e-5a23-abeb-cdc53ffafbed,,
Maddened Oread,TDAG,4,4,2,,"As long as five or more Revelers are on the battlefield, Maddened Oread attacks each turn if able.\nHero's Reward — When Maddened Oread leaves the battlefield, each player gains 3 life.",Token Enchantment Creature — Nymph Reveler,token,b25f9b85-9979-595d-8cb6-d12f9e830a97,,
Pheres-Band Revelers,TDAG,5,4,4,,"Hero's Reward — When Pheres-Band Revelers leaves the battlefield, each player draws a card.",Token Creature — Centaur Reveler,token,93f059c4-6c75-5ebe-8262-d52ee311ddb2,,
Serpent Dancers,TDAG,6,2,4,,"Deathtouch\nHero's Reward — When Serpent Dancers leaves the battlefield, each player draws a card.",Token Creature — Human Reveler,token,f94467d3-a667-53c4-b6c5-14d57dbd23ad,,
Wild Maenads,TDAG,7,3,1,,"First Strike\nHero's Reward — When Wild Maenads leaves the battlefield, each player gains 3 life.",Token Creature — Human Reveler,token,1f258e74-4c3d-5f34-adfb-564578e390c8,,
Hydra Head,TFTH,1,0,3,,"Hero's Reward — When Hydra Head leaves the battlefield, each player gains 2 life.",Token Creature — Head,token,91cbf6d0-bf2e-5cae-93bd-5b60f03473fe,,
Ravenous Brute Head,TFTH,2,0,6,,"Hero's Reward — When Ravenous Brute Head leaves the battlefield, each player gains 2 life and draws a card.",Token Elite Creature — Head,token,68b9f16b-ff92-5fde-9d1f-1b17880e35a9,,
Savage Vigor Head,TFTH,3,0,8,,"At the beginning of the Hydra's end step, reveal the top card of the Hydra's library and the Hydra casts that card.\nHero's Reward — When Savage Vigor Head leaves the battlefield, each player gains 4 life and draws a card.",Token Elite Creature — Head,token,28be9b33-e8ef-5e75-a258-176b0bb5b8d7,,
Shrieking Titan Head,TFTH,4,0,8,,"At the beginning of the Hydra's end step, each player discards a card.\nHero's Reward — When Shrieking Titan Head leaves the battlefield, each player gains 4 life and draws a card.",Token Elite Creature — Head,token,58c45f6c-a23d-5bd5-83b3-6a917805cfe0,,
Snapping Fang Head,TFTH,5,0,8,,"At the beginning of the Hydra's end step, Snapping Fang Head deals 1 damage to each player.\nHero's Reward — When Snapping Fang Head leaves the battlefield, each player gains 4 life and draws a card.",Token Elite Creature — Head,token,0b8abfd2-3d3e-5d5a-844c-2317150c197b,,
Kraken,TTHB,4,8,8,,Hexproof (This creature can't be the target of spells or abilities your opponents control.),Token Creature — Kraken,token,428dbbb9-3246-58f4-9c76-e07283c3ac55,,"{""reverseRelated"": [""Kiora Bests the Sea God""]}"
Reflection,TTHB,5,3,2,,,Token Creature — Reflection,token,9ecf9c47-d8b4-5708-b014-a650cd59f5bd,,"{""reverseRelated"": [""Alirios, Enraptured""]}"
Elemental,TTHB,8,*,1,,"Trample, haste",Token Creature — Elemental,token,d2064065-01fd-54fb-89d7-a4bdd51f9ef5,,"{""reverseRelated"": [""Purphoros's Intervention""]}"
Nightmare,TTHB,12,2,3,,"Whenever this creature attacks or blocks, each opponent exiles the top two cards of their library.",Token Creature — Nightmare,token,0413f5cd-b054-5f30-8e6c-dad8fe9071d5,,"{""reverseRelated"": [""Ashiok, Nightmare Muse""]}"
Wall,TTHB,14,0,4,,Defender,Token Artifact Creature — Wall,token,d25ca38c-26d0-56d5-985c-2fcd0d3e3bc9,,"{""reverseRelated"": [""The Birth of Meletis""]}"
Harpy,TTHS,6,1,1,,Flying,Token Creature — Harpy,token,665541d3-79df-5179-8339-762a1d974503,,"{""reverseRelated"": [""Abhorrent Overlord""]}"
Soldier,TTHS,7,1,1,,,Token Creature — Soldier,token,54e19b43-4fbd-56b2-97ed-9cfc0f5381f9,,"{""reverseRelated"": [""Akroan Crusader""]}"
Satyr,TTHS,9,2,2,,,Token Creature — Satyr,token,5ddad5c0-c242-5bc9-a33e-a5ddc2156f2d,,"{""reverseRelated"": [""Revel of the Fallen God"", ""Xenagos, the Reveler""]}"
Cloud Sprite,TTSR,3,1,1,,Flying\nCloud Sprite can block only creatures with flying.,Token Creature — Faerie,token,0ee365ef-02d4-580f-b535-1706b0ea5204,,"{""reverseRelated"": [""Cloudseeder""]}"
Bat,TTSR,4,1,2,,"Flying\n{1}{B}, Sacrifice this creature: Return an exiled card named Sengir Nosferatu to the battlefield under its owner's control.",Token Creature — Bat,token,3968de9a-3aac-5b38-8a48-51f1cdfe3f9d,,"{""reverseRelated"": [""Sengir Nosferatu""]}"
Knight,TTSR,5,2,2,,"Protection from white, haste\nFlanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",Token Creature — Knight,token,362cdc6f-d7d0-5dca-884e-0a3e4e120508,,"{""reverseRelated"": [""Riftmarked Knight""]}"
Giant,TTSR,7,4,4,,,Token Creature — Giant,token,bd17bd9c-4774-5ad1-a696-b46cfe9d4041,,"{""reverseRelated"": [""Pact of the Titan""]}"
Insect,TTSR,11,6,1,,Shroud (This creature can't be the target of spells or abilities.),Token Creature — Insect,token,56407688-2fea-5806-be9d-04c0eea6ae2c,,"{""reverseRelated"": [""Deadly Grub""]}"
Llanowar Elves,TTSR,12,1,1,,{T}: Add {G}.,Token Creature — Elf Druid,token,5f62e8ff-2cc2-546b-b58f-da255e8171a5,,"{""reverseRelated"": [""Llanowar Mentor""]}"
Assembly-Worker,TTSR,14,2,2,,,Token Artifact Creature — Assembly-Worker,token,2fc6f9fb-404d-5f5b-b6e6-d3c435749337,,"{""reverseRelated"": [""Urza's Factory""]}"
Metallic Sliver,TTSR,15,1,1,,,Token Artifact Creature — Sliver,token,134a8ff3-eddb-5e65-9e27-ac521c0357e4,,"{""reverseRelated"": [""Sliversmith""]}"
Sheep,TUGL,5,2,2,,,Token Creature — Sheep,token,6c328ab8-3fdf-5fbc-8179-f4780c70df80,,"{""reverseRelated"": [""Flock of Rabid Sheep""]}"
